Rotation,Torque
11.0592,0.0059
11.1594,0.0059
11.2597,0.006
11.3599,0.006
11.4601,0.0061
11.5605,0.0061
11.6607,0.0061
11.7612,0.0062
11.8613,0.0062
11.9617,0.0062
12.0618,0.0064
12.1621,0.0064
12.2622,0.0065
12.3624,0.0065
12.4629,0.0065
12.5631,0.0065
12.6636,0.0065
12.7639,0.0066
12.8643,0.0065
12.9643,0.0066
13.0644,0.0067
13.1645,0.0067
13.2647,0.0068
13.3648,0.0068
13.465,0.0068
13.5653,0.0068
13.6654,0.0068
13.7657,0.0069
13.8658,0.007
13.9659,0.0071
14.0663,0.0072
14.1668,0.0072
14.2669,0.0073
14.3671,0.0074
14.4672,0.0075
14.5675,0.0076
14.6677,0.0076
14.7682,0.0077
14.8685,0.0078
14.9688,0.0078
15.0692,0.0078
15.1697,0.0078
15.2701,0.0079
15.3703,0.008
15.4707,0.008
15.5712,0.0081
15.6715,0.0082
15.7716,0.0082
15.8718,0.0082
15.9721,0.0083
16.0724,0.0083
16.1724,0.0084
16.2728,0.0084
16.3729,0.0085
16.4732,0.0085
16.5734,0.0086
16.6736,0.0087
16.7736,0.0088
16.8739,0.0089
16.9741,0.009
17.0746,0.009
17.1749,0.0091
17.2751,0.0092
17.3755,0.0093
17.4758,0.0093
17.5762,0.0094
17.6764,0.0094
17.7768,0.0095
17.877,0.0096
17.977,0.0097
18.0772,0.0098
18.1774,0.0097
18.2779,0.0098
18.3781,0.0099
18.4784,0.01
18.5787,0.0101
18.6788,0.0102
18.7792,0.0104
18.8796,0.0104
18.98,0.0105
19.0802,0.0106
19.1804,0.0107
19.2809,0.0108
19.3812,0.0109
19.4814,0.0109
19.5818,0.011
19.682,0.011
19.7824,0.0111
19.8828,0.0112
19.9833,0.0112
20,0.0112
0.2538,-0.0006
0.3542,-0.0006
0.4545,-0.0006
0.5546,-0.0006
0.6547,-0.0006
0.755,-0.0006
0.8553,-0.0006
0.9555,-0.0004
1.0558,0.0001
1.1562,0.0006
1.2562,0.0009
1.3563,0.0012
1.4564,0.0014
1.5564,0.0016
1.6567,0.0017
1.7572,0.0018
1.8576,0.0019
1.9577,0.002
2.0581,0.002
2.1586,0.0021
2.2587,0.0022
2.3591,0.0023
2.4594,0.0023
2.5599,0.0023
2.6601,0.0024
2.7605,0.0024
2.8608,0.0024
2.9609,0.0025
3.0609,0.0026
3.1612,0.0026
3.2616,0.0026
3.3618,0.0026
3.4619,0.0027
3.5621,0.0028
3.6621,0.0028
3.7624,0.0028
3.8626,0.0028
3.9627,0.0028
4.0629,0.0028
4.1631,0.0029
4.2635,0.003
4.3637,0.003
4.4641,0.0031
4.5642,0.0031
4.6643,0.0031
4.7647,0.0031
4.8651,0.0032
4.9655,0.0033
5.0658,0.0033
5.1663,0.0034
5.2663,0.0034
5.3665,0.0035
5.4666,0.0035
5.5667,0.0035
5.6671,0.0036
5.7672,0.0037
